strategy,wins,losses,draws
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[0.0, 0.0, 15.0], [15.0, 14.0, 14.0], [14.0, 14.0, 14.0]]",2332,2753,263
"[[0.0, 0.0, 15.0], [15.0, 14.0, 14.0], [14.0, 14.0, 14.0]]",2332,2753,263
"[[0.0, 0.0, 15.0], [15.0, 14.0, 14.0], [14.0, 14.0, 14.0]]",2332,2753,263
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 0.0]]",2332,1635,1381
"[[0.0, 0.0, 20.0], [20.0, 20.0, 0.0], [20.0, 0.0, 20.0]]",2330,1528,1490
"[[15.0, 10.0, 15.0], [0.0, 20.0, 10.0], [15.0, 0.0, 15.0]]",2330,2297,721
"[[0.0, 15.0, 14.0], [15.0, 13.0, 15.0], [0.0, 13.0, 15.0]]",2330,2702,316
"[[35.0, 25.0, 15.0], [10.0, 5.0, 4.0], [3.0, 2.0, 1.0]]",2330,2602,416
"[[0.0, 0.0, 20.0], [20.0, 20.0, 0.0], [20.0, 0.0, 20.0]]",2330,1528,1490
"[[9.0, 13.0, 9.0], [13.0, 12.0, 13.0], [9.0, 13.0, 9.0]]",2329,2711,308
"[[0.0, 13.0, 13.0], [0.0, 14.0, 14.0], [16.0, 15.0, 15.0]]",2329,2689,330
"[[5.0, 15.0, 10.0], [15.0, 10.0, 20.0], [5.0, 15.0, 5.0]]",2329,2057,962
"[[10.0, 10.0, 9.0], [2.0, 15.0, 12.0], [7.0, 10.0, 25.0]]",2328,2671,349
"[[20.0, 0.0, 20.0], [20.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2328,1509,1511
"[[20.0, 0.0, 20.0], [20.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2328,1509,1511
"[[6.0, 15.0, 6.0], [15.0, 16.0, 15.0], [6.0, 15.0, 0.0]]",2327,2610,411
"[[9.0, 10.0, 5.0], [10.0, 6.0, 20.0], [20.0, 10.0, 10.0]]",2327,2230,791
"[[13.0, 12.0, 12.0], [12.0, 13.0, 13.0], [13.0, 12.0, 0.0]]",2327,2727,294
"[[10.0, 5.0, 2.0], [40.0, 3.0, 10.0], [5.0, 20.0, 5.0]]",2326,2557,465
"[[30.0, 1.0, 30.0], [2.0, 2.0, 1.0], [30.0, 2.0, 2.0]]",2326,2744,278
"[[13.0, 15.0, 13.0], [15.0, 0.0, 15.0], [14.0, 15.0, 0.0]]",2326,2682,340
"[[0.0, 0.0, 15.0], [15.0, 20.0, 15.0], [20.0, 15.0, 0.0]]",2326,2392,630
"[[1.0, 11.0, 11.0], [11.0, 12.0, 12.0], [15.0, 15.0, 12.0]]",2325,2670,353
"[[11.0, 12.0, 13.0], [14.0, 15.0, 7.0], [8.0, 9.0, 11.0]]",2325,2535,488
"[[12.0, 8.0, 12.0], [8.0, 20.0, 8.0], [12.0, 8.0, 12.0]]",2324,1721,1303
"[[0.0, 0.0, 0.0], [15.0, 15.0, 15.0], [15.0, 20.0, 20.0]]",2324,2555,469
"[[11.0, 11.0, 11.0], [14.0, 14.0, 14.0], [14.0, 11.0, 0.0]]",2323,2780,245
"[[10.0, 7.0, 20.0], [8.0, 10.0, 8.0], [20.0, 7.0, 10.0]]",2323,2255,770
"[[12.0, 13.0, 12.0], [13.0, 12.0, 13.0], [12.0, 13.0, 0.0]]",2322,2729,297
"[[20.0, 0.0, 0.0], [0.0, 20.0, 25.0], [15.0, 0.0, 20.0]]",2322,1951,1075
"[[11.0, 0.0, 12.0], [14.0, 18.0, 12.0], [11.0, 11.0, 11.0]]",2320,2758,270
"[[20.0, 18.0, 19.0], [3.0, 4.0, 3.0], [11.0, 12.0, 10.0]]",2320,1785,1243
"[[0.0, 0.0, 15.0], [14.0, 14.0, 14.0], [14.0, 14.0, 15.0]]",2318,2773,257
"[[3.0, 3.0, 2.0], [51.0, 3.0, 3.0], [3.0, 30.0, 2.0]]",2317,2888,143
"[[20.0, 0.0, 0.0], [20.0, 20.0, 0.0], [20.0, 20.0, 0.0]]",2317,1609,1422
"[[20.0, 0.0, 0.0], [20.0, 20.0, 0.0], [20.0, 20.0, 0.0]]",2317,1609,1422
"[[20.0, 0.0, 0.0], [20.0, 20.0, 0.0], [20.0, 20.0, 0.0]]",2317,1609,1422
"[[20.0, 0.0, 0.0], [20.0, 20.0, 0.0], [20.0, 20.0, 0.0]]",2317,1609,1422
"[[20.0, 0.0, 0.0], [20.0, 20.0, 0.0], [20.0, 20.0, 0.0]]",2317,1609,1422
"[[0.0, 15.0, 0.0], [15.0, 30.0, 20.0], [0.0, 20.0, 0.0]]",2317,2367,664
"[[2.0, 7.0, 9.0], [19.0, 19.0, 19.0], [10.0, 5.0, 10.0]]",2316,2647,385
"[[12.0, 13.0, 14.0], [15.0, 16.0, 17.0], [13.0, 0.0, 0.0]]",2315,2636,397
"[[15.0, 0.0, 15.0], [15.0, 15.0, 10.0], [15.0, 0.0, 15.0]]",2314,2655,379
"[[0.0, 0.0, 0.0], [19.0, 19.0, 19.0], [19.0, 24.0, 0.0]]",2314,2631,403
"[[5.0, 5.0, 5.0], [20.0, 10.0, 10.0], [15.0, 15.0, 15.0]]",2314,2061,973
"[[19.0, 0.0, 5.0], [0.0, 19.0, 0.0], [19.0, 19.0, 19.0]]",2314,2696,338
"[[27.0, 20.0, 10.0], [20.0, 10.0, 1.0], [10.0, 1.0, 1.0]]",2313,2401,634
"[[14.0, 14.0, 14.0], [15.0, 14.0, 0.0], [0.0, 15.0, 14.0]]",2312,2798,238
"[[20.0, 20.0, 0.0], [20.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2311,1596,1441
"[[11.0, 11.0, 11.0], [7.0, 20.0, 7.0], [11.0, 11.0, 11.0]]",2311,2090,947
"[[11.0, 11.0, 11.0], [7.0, 20.0, 7.0], [11.0, 11.0, 11.0]]",2311,2090,947
"[[20.0, 20.0, 0.0], [20.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2311,1596,1441
"[[20.0, 20.0, 0.0], [20.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2311,1596,1441
"[[20.0, 20.0, 0.0], [20.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2311,1596,1441
"[[16.0, 17.0, 18.0], [0.0, 19.0, 20.0], [10.0, 0.0, 0.0]]",2311,2473,564
"[[20.0, 20.0, 0.0], [20.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2311,1596,1441
"[[20.0, 20.0, 0.0], [20.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2311,1596,1441
"[[20.0, 20.0, 0.0], [20.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2311,1596,1441
"[[20.0, 20.0, 0.0], [20.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2311,1596,1441
"[[7.0, 9.0, 11.0], [5.0, 20.0, 17.0], [3.0, 15.0, 13.0]]",2310,1365,1673
"[[0.0, 23.0, 23.0], [23.0, 23.0, 0.0], [8.0, 0.0, 0.0]]",2309,2430,609
"[[13.0, 13.0, 12.0], [18.0, 14.0, 6.0], [10.0, 14.0, 0.0]]",2309,2646,393
"[[19.0, 18.0, 17.0], [16.0, 15.0, 15.0], [0.0, 0.0, 0.0]]",2309,2689,350
"[[2.0, 4.0, 7.0], [5.0, 12.0, 5.0], [20.0, 20.0, 20.0]]",2308,2347,693
"[[12.0, 12.0, 11.0], [11.0, 11.0, 11.0], [20.0, 12.0, 0.0]]",2308,2450,590
"[[13.0, 13.0, 12.0], [12.0, 12.0, 12.0], [13.0, 13.0, 0.0]]",2308,2747,293
"[[13.0, 13.0, 13.0], [13.0, 12.0, 12.0], [12.0, 12.0, 0.0]]",2307,2726,315
"[[15.0, 25.0, 20.0], [10.0, 10.0, 17.0], [1.0, 1.0, 1.0]]",2307,2128,913
"[[13.0, 13.0, 13.0], [13.0, 12.0, 12.0], [12.0, 12.0, 0.0]]",2307,2726,315
"[[13.0, 13.0, 13.0], [13.0, 12.0, 12.0], [12.0, 12.0, 0.0]]",2307,2726,315
"[[13.0, 13.0, 13.0], [13.0, 12.0, 12.0], [12.0, 12.0, 0.0]]",2307,2726,315
"[[12.0, 12.0, 12.0], [12.0, 14.0, 12.0], [12.0, 14.0, 0.0]]",2307,2770,271
"[[13.0, 13.0, 13.0], [13.0, 12.0, 12.0], [12.0, 12.0, 0.0]]",2307,2726,315
"[[13.0, 13.0, 13.0], [13.0, 12.0, 12.0], [12.0, 12.0, 0.0]]",2307,2726,315
"[[13.0, 13.0, 13.0], [13.0, 12.0, 12.0], [12.0, 12.0, 0.0]]",2307,2726,315
"[[25.0, 10.0, 24.0], [8.0, 2.0, 0.0], [1.0, 15.0, 15.0]]",2306,2236,806
"[[0.0, 12.0, 12.0], [12.0, 12.0, 12.0], [12.0, 12.0, 16.0]]",2305,2682,361
"[[0.0, 0.0, 20.0], [20.0, 20.0, 0.0], [0.0, 20.0, 20.0]]",2304,1599,1445
"[[30.0, 30.0, 20.0], [1.0, 1.0, 10.0], [1.0, 2.0, 5.0]]",2304,2555,489
"[[0.0, 0.0, 20.0], [20.0, 20.0, 0.0], [0.0, 20.0, 20.0]]",2304,1599,1445
"[[0.0, 0.0, 20.0], [20.0, 20.0, 0.0], [0.0, 20.0, 20.0]]",2304,1599,1445
"[[14.0, 13.0, 12.0], [14.0, 12.0, 13.0], [11.0, 11.0, 0.0]]",2304,2719,325
"[[12.0, 12.0, 12.0], [12.0, 12.0, 13.0], [13.0, 14.0, 0.0]]",2304,2755,289
"[[0.0, 0.0, 20.0], [20.0, 20.0, 0.0], [0.0, 20.0, 20.0]]",2304,1599,1445
"[[0.0, 15.0, 5.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2303,1822,1223
"[[40.0, 20.0, 8.0], [7.0, 7.0, 6.0], [5.0, 4.0, 3.0]]",2303,2661,384
"[[0.0, 0.0, 14.0], [14.0, 14.0, 14.0], [14.0, 15.0, 15.0]]",2302,2780,266
"[[20.0, 1.0, 20.0], [0.0, 19.0, 0.0], [20.0, 0.0, 20.0]]",2302,1999,1047
"[[5.0, 6.0, 7.0], [8.0, 9.0, 10.0], [11.0, 12.0, 32.0]]",2301,2876,171
"[[0.0, 20.0, 0.0], [20.0, 20.0, 20.0], [0.0, 0.0, 20.0]]",2301,1625,1422
"[[14.0, 14.0, 14.0], [13.0, 12.0, 12.0], [12.0, 9.0, 0.0]]",2300,2701,347
"[[1.0, 1.0, 1.0], [1.0, 1.0, 25.0], [20.0, 25.0, 25.0]]",2300,2724,324
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2299,1597,1452
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [20.0, 0.0, 0.0]]",2299,1597,1452
"[[1.0, 1.0, 1.0], [20.0, 1.0, 1.0], [25.0, 25.0, 25.0]]",2298,2561,489
"[[15.0, 14.0, 14.0], [14.0, 15.0, 14.0], [0.0, 14.0, 0.0]]",2298,2831,219
"[[10.0, 11.0, 12.0], [13.0, 14.0, 15.0], [14.0, 11.0, 0.0]]",2297,2681,370
"[[15.0, 15.0, 10.0], [0.0, 15.0, 15.0], [15.0, 0.0, 15.0]]",2295,2672,381
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[18.0, 18.0, 0.0], [0.0, 18.0, 18.0], [10.0, 18.0, 0.0]]",2293,2635,420
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [10.0, 0.0, 0.0]]",2293,2669,386
"[[13.0, 13.0, 13.0], [11.0, 12.0, 11.0], [9.0, 9.0, 9.0]]",2292,2650,406
"[[15.0, 25.0, 1.0], [1.0, 35.0, 1.0], [9.0, 12.0, 1.0]]",2292,2619,437
"[[0.0, 28.0, 16.0], [0.0, 16.0, 14.0], [16.0, 0.0, 10.0]]",2292,2211,845
"[[10.0, 20.0, 5.0], [5.0, 10.0, 10.0], [10.0, 20.0, 10.0]]",2290,2248,810
"[[4.0, 4.0, 4.0], [5.0, 50.0, 30.0], [1.0, 1.0, 1.0]]",2290,2808,250
"[[20.0, 0.0, 20.0], [20.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2289,1590,1469
"[[0.0, 0.0, 19.0], [0.0, 25.0, 17.0], [0.0, 14.0, 25.0]]",2288,2264,796
"[[0.0, 0.0, 3.0], [4.0, 11.0, 11.0], [22.0, 22.0, 27.0]]",2287,2566,495
"[[20.0, 16.0, 0.0], [0.0, 16.0, 16.0], [16.0, 16.0, 0.0]]",2287,2623,438
"[[15.0, 12.0, 20.0], [20.0, 15.0, 18.0], [0.0, 0.0, 0.0]]",2286,2548,514
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[0.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2285,1562,1501
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[20.0, 0.0, 0.0], [0.0, 20.0, 20.0], [20.0, 20.0, 0.0]]",2283,1563,1502
"[[20.0, 0.0, 0.0], [0.0, 20.0, 20.0], [20.0, 20.0, 0.0]]",2283,1563,1502
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[0.0, 13.0, 15.0], [17.0, 12.0, 13.0], [14.0, 16.0, 0.0]]",2283,2684,381
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[20.0, 0.0, 0.0], [0.0, 20.0, 20.0], [20.0, 20.0, 0.0]]",2283,1563,1502
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[20.0, 0.0, 0.0], [0.0, 20.0, 20.0], [20.0, 20.0, 0.0]]",2283,1563,1502
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[20.0, 20.0, 20.0], [0.0, 20.0, 0.0], [0.0, 20.0, 0.0]]",2283,1632,1433
"[[21.0, 2.0, 2.0], [2.0, 2.0, 21.0], [0.0, 21.0, 21.0]]",2281,2543,524
"[[14.0, 0.0, 17.0], [16.0, 15.0, 13.0], [12.0, 13.0, 0.0]]",2280,2674,394
"[[32.0, 8.0, 32.0], [8.0, 8.0, 8.0], [2.0, 1.0, 1.0]]",2278,2879,191
"[[8.0, 8.0, 8.0], [14.0, 14.0, 14.0], [12.0, 10.0, 12.0]]",2277,2531,540
"[[30.0, 2.0, 30.0], [1.0, 2.0, 2.0], [30.0, 1.0, 2.0]]",2277,2763,308
"[[15.0, 12.0, 12.0], [13.0, 12.0, 12.0], [12.0, 12.0, 0.0]]",2277,2730,341
"[[0.0, 16.0, 14.0], [14.0, 14.0, 14.0], [14.0, 14.0, 0.0]]",2277,2826,245
"[[24.0, 24.0, 24.0], [24.0, 1.0, 1.0], [1.0, 1.0, 0.0]]",2276,2518,554
"[[20.0, 20.0, 0.0], [0.0, 20.0, 20.0], [0.0, 20.0, 0.0]]",2275,1713,1360
"[[20.0, 15.0, 15.0], [15.0, 15.0, 15.0], [5.0, 0.0, 0.0]]",2275,2577,496
"[[20.0, 20.0, 0.0], [0.0, 20.0, 20.0], [0.0, 20.0, 0.0]]",2275,1713,1360
"[[20.0, 20.0, 0.0], [0.0, 20.0, 20.0], [0.0, 20.0, 0.0]]",2275,1713,1360
"[[13.0, 1.0, 13.0], [13.0, 13.0, 1.0], [13.0, 13.0, 13.0]]",2273,2786,289
"[[5.0, 15.0, 10.0], [15.0, 10.0, 15.0], [10.0, 15.0, 5.0]]",2272,2718,358
"[[20.0, 0.0, 20.0], [0.0, 20.0, 20.0], [0.0, 20.0, 0.0]]",2272,1676,1400
"[[20.0, 20.0, 20.0], [0.0, 15.0, 0.0], [10.0, 0.0, 15.0]]",2271,2114,963
"[[0.0, 20.0, 25.0], [0.0, 5.0, 20.0], [10.0, 10.0, 10.0]]",2271,2242,835
"[[5.0, 15.0, 10.0], [15.0, 10.0, 15.0], [5.0, 15.0, 10.0]]",2271,2741,336
"[[16.0, 20.0, 10.0], [12.0, 12.0, 0.0], [21.0, 8.0, 1.0]]",2271,1827,1250
"[[0.0, 0.0, 0.0], [11.0, 26.0, 21.0], [0.0, 21.0, 21.0]]",2270,1999,1079
"[[25.0, 5.0, 0.0], [10.0, 0.0, 15.0], [10.0, 25.0, 10.0]]",2270,2200,878
"[[12.0, 12.0, 12.0], [12.0, 16.0, 12.0], [12.0, 12.0, 0.0]]",2270,2698,380
"[[0.0, 0.0, 24.0], [0.0, 24.0, 24.0], [0.0, 4.0, 24.0]]",2269,2627,452
"[[6.0, 14.0, 14.0], [5.0, 20.0, 10.0], [10.0, 10.0, 11.0]]",2269,1943,1136
"[[1.0, 1.0, 1.0], [1.0, 1.0, 20.0], [25.0, 25.0, 25.0]]",2266,2737,345
"[[15.0, 20.0, 15.0], [15.0, 20.0, 15.0], [0.0, 0.0, 0.0]]",2265,2549,534
"[[20.0, 0.0, 20.0], [0.0, 20.0, 0.0], [20.0, 20.0, 0.0]]",2265,1619,1464
"[[0.0, 20.0, 0.0], [0.0, 20.0, 0.0], [20.0, 20.0, 20.0]]",2264,1577,1507
"[[0.0, 20.0, 0.0], [0.0, 20.0, 0.0], [20.0, 20.0, 20.0]]",2264,1577,1507
"[[5.0, 5.0, 10.0], [5.0, 15.0, 15.0], [10.0, 15.0, 20.0]]",2264,2298,786
"[[0.0, 20.0, 0.0], [0.0, 20.0, 0.0], [20.0, 20.0, 20.0]]",2264,1577,1507
"[[0.0, 20.0, 0.0], [0.0, 20.0, 0.0], [20.0, 20.0, 20.0]]",2264,1577,1507
"[[0.0, 20.0, 0.0], [0.0, 20.0, 0.0], [20.0, 20.0, 20.0]]",2264,1577,1507
"[[0.0, 20.0, 0.0], [0.0, 20.0, 0.0], [20.0, 20.0, 20.0]]",2264,1577,1507
"[[0.0, 20.0, 0.0], [0.0, 20.0, 0.0], [20.0, 20.0, 20.0]]",2264,1577,1507
"[[0.0, 20.0, 0.0], [0.0, 20.0, 0.0], [20.0, 20.0, 20.0]]",2264,1577,1507
"[[0.0, 20.0, 0.0], [0.0, 20.0, 0.0], [20.0, 20.0, 20.0]]",2264,1577,1507
"[[14.0, 14.0, 12.0], [12.0, 12.0, 12.0], [12.0, 12.0, 0.0]]",2264,2767,317
"[[2.0, 1.0, 2.0], [10.0, 45.0, 10.0], [10.0, 10.0, 10.0]]",2263,2680,405
"[[10.0, 10.0, 15.0], [15.0, 15.0, 15.0], [10.0, 5.0, 5.0]]",2263,2674,411
"[[0.0, 0.0, 0.0], [0.0, 17.0, 17.0], [18.0, 18.0, 30.0]]",2260,2803,285
"[[14.0, 14.0, 14.0], [14.0, 14.0, 14.0], [14.0, 1.0, 0.0]]",2259,2790,299
"[[8.0, 8.0, 8.0], [8.0, 8.0, 8.0], [8.0, 8.0, 36.0]]",2259,3027,62
"[[0.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 20.0]]",2258,1669,1421
"[[24.0, 19.0, 0.0], [19.0, 23.0, 0.0], [0.0, 0.0, 15.0]]",2258,2224,866
"[[0.0, 0.0, 20.0], [20.0, 20.0, 20.0], [10.0, 0.0, 10.0]]",2258,2285,805
"[[0.0, 20.0, 20.0], [0.0, 20.0, 20.0], [0.0, 0.0, 20.0]]",2258,1669,1421
"[[23.0, 0.0, 23.0], [23.0, 0.0, 0.0], [8.0, 0.0, 23.0]]",2257,2451,640
"[[33.0, 20.0, 5.0], [20.0, 14.0, 1.0], [5.0, 1.0, 1.0]]",2257,2559,532
"[[19.0, 0.0, 0.0], [16.0, 23.0, 11.0], [11.0, 9.0, 11.0]]",2256,2089,1003
"[[9.0, 9.0, 14.0], [9.0, 9.0, 12.0], [12.0, 12.0, 14.0]]",2256,2812,280
"[[19.0, 0.0, 19.0], [0.0, 19.0, 5.0], [19.0, 0.0, 19.0]]",2255,2684,409
"[[2.0, 2.0, 10.0], [11.0, 2.0, 2.0], [34.0, 16.0, 21.0]]",2254,2624,470
"[[0.0, 20.0, 0.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2254,1605,1489
"[[0.0, 20.0, 0.0], [0.0, 20.0, 20.0], [0.0, 20.0, 20.0]]",2254,1605,1489
"[[0.0, 14.0, 14.0], [15.0, 15.0, 14.0], [14.0, 0.0, 14.0]]",2254,2758,336
"[[20.0, 30.0, 10.0], [1.0, 23.0, 12.0], [2.0, 2.0, 0.0]]",2253,2223,872
"[[15.0, 17.0, 20.0], [3.0, 13.0, 9.0], [5.0, 7.0, 11.0]]",2252,1825,1271
"[[19.0, 15.0, 0.0], [0.0, 18.0, 15.0], [0.0, 16.0, 17.0]]",2251,2708,389
"[[3.0, 5.0, 7.0], [11.0, 13.0, 15.0], [17.0, 19.0, 10.0]]",2251,2117,980
"[[30.0, 1.0, 3.0], [11.0, 4.0, 24.0], [2.0, 25.0, 0.0]]",2251,2395,702
"[[0.0, 18.0, 0.0], [20.0, 20.0, 20.0], [11.0, 0.0, 11.0]]",2250,2061,1037
"[[6.0, 45.0, 6.0], [8.0, 7.0, 6.0], [9.0, 8.0, 5.0]]",2248,3003,97
"[[9.0, 9.0, 9.0], [5.0, 10.0, 7.0], [33.0, 9.0, 9.0]]",2246,2984,118
"[[12.0, 10.0, 12.0], [12.0, 10.0, 12.0], [12.0, 10.0, 10.0]]",2246,2712,390
"[[12.0, 10.0, 12.0], [12.0, 10.0, 12.0], [12.0, 10.0, 10.0]]",2246,2712,390
"[[15.0, 15.0, 15.0], [0.0, 10.0, 15.0], [0.0, 15.0, 15.0]]",2245,2700,403
"[[15.0, 15.0, 15.0], [0.0, 10.0, 15.0], [0.0, 15.0, 15.0]]",2245,2700,403
"[[0.0, 20.0, 0.0], [0.0, 20.0, 20.0], [20.0, 0.0, 20.0]]",2245,1610,1493
"[[0.0, 20.0, 0.0], [0.0, 20.0, 20.0], [20.0, 0.0, 20.0]]",2245,1610,1493
"[[15.0, 15.0, 15.0], [0.0, 10.0, 15.0], [0.0, 15.0, 15.0]]",2245,2700,403
"[[0.0, 20.0, 0.0], [0.0, 20.0, 20.0], [20.0, 0.0, 20.0]]",2245,1610,1493
"[[9.0, 10.0, 11.0], [12.0, 13.0, 14.0], [15.0, 16.0, 0.0]]",2245,2604,499
